Datetime;Resolution code;aFRR BE +;mFRR BE SA +;mFRR BE DA +;aFRR BE -;mFRR BE SA -;mFRR BE DA -
2026-03-05T23:45:00+01:00;PT15M;1.431;0.0;0.0;0.0;0.0;0.0
2026-03-05T23:30:00+01:00;PT15M;0.052;0.0;0.0;0.001;0.0;0.0
2026-03-05T23:15:00+01:00;PT15M;4.243;0.0;0.0;0.012;0.0;0.0
2026-03-05T23:00:00+01:00;PT15M;3.986;0.0;0.0;0.0;0.0;0.0
2026-03-05T22:45:00+01:00;PT15M;2.934;0.0;0.0;0.005;0.0;0.0
2026-03-05T22:30:00+01:00;PT15M;4.527;0.0;0.0;0.0;0.0;0.0
2026-03-05T22:15:00+01:00;PT15M;4.829;50.0;0.0;0.023;0.0;0.0
2026-03-05T22:00:00+01:00;PT15M;28.083;0.0;0.0;4.522;0.0;0.0
2026-03-05T21:45:00+01:00;PT15M;0.0;0.0;0.0;4.123;0.0;0.0
2026-03-05T21:30:00+01:00;PT15M;0.024;0.0;0.0;0.299;0.0;0.0
2026-03-05T21:15:00+01:00;PT15M;0.547;0.0;0.0;1.061;0.0;0.0
2026-03-05T21:00:00+01:00;PT15M;1.296;0.0;0.0;0.019;0.0;0.0
2026-03-05T20:45:00+01:00;PT15M;9.868;82.0;0.0;0.0;0.0;0.0
2026-03-05T20:30:00+01:00;PT15M;17.427;0.0;0.0;0.0;0.0;0.0
2026-03-05T20:15:00+01:00;PT15M;32.359;0.0;0.0;0.0;0.0;0.0
2026-03-05T20:00:00+01:00;PT15M;29.258;0.0;0.0;0.001;0.0;0.0
2026-03-05T19:45:00+01:00;PT15M;0.0;0.0;0.0;1.559;0.0;0.0
2026-03-05T19:30:00+01:00;PT15M;0.0;0.0;0.0;0.11;0.0;0.0
2026-03-05T19:15:00+01:00;PT15M;0.0;0.0;0.0;0.173;0.0;0.0
2026-03-05T19:00:00+01:00;PT15M;0.001;0.0;0.0;0.001;0.0;0.0
2026-03-05T18:45:00+01:00;PT15M;1.369;0.0;0.0;0.0;0.0;0.0
2026-03-05T18:30:00+01:00;PT15M;0.058;0.0;0.0;0.0;0.0;0.0
2026-03-05T18:15:00+01:00;PT15M;0.0;0.0;0.0;0.0;0.0;0.0
2026-03-05T18:00:00+01:00;PT15M;0.0;200.0;0.0;3.656;0.0;0.0
2026-03-05T17:45:00+01:00;PT15M;3.092;248.0;0.0;0.0;0.0;0.0
2026-03-05T17:30:00+01:00;PT15M;16.022;150.0;0.0;0.0;0.0;0.0
2026-03-05T17:15:00+01:00;PT15M;18.423;0.0;150.0;0.0;0.0;0.0
2026-03-05T17:00:00+01:00;PT15M;18.901;0.0;150.0;0.032;0.0;0.0
2026-03-05T16:45:00+01:00;PT15M;2.721;100.0;0.0;4.133;0.0;0.0
2026-03-05T16:30:00+01:00;PT15M;0.001;100.0;0.0;1.045;0.0;0.0
2026-03-05T16:15:00+01:00;PT15M;0.986;0.0;0.0;0.078;0.0;0.0
2026-03-05T16:00:00+01:00;PT15M;0.075;0.0;0.0;0.37;0.0;0.0
2026-03-05T15:45:00+01:00;PT15M;0.016;0.0;0.0;0.225;0.0;0.0
2026-03-05T15:30:00+01:00;PT15M;3.795;0.0;0.0;6.305;0.0;0.0
2026-03-05T15:15:00+01:00;PT15M;4.181;0.0;0.0;16.291;0.0;0.0
2026-03-05T15:00:00+01:00;PT15M;30.057;0.0;0.0;53.521;0.0;0.0
2026-03-05T14:45:00+01:00;PT15M;34.353;0.0;0.0;2.785;0.0;0.0
2026-03-05T14:30:00+01:00;PT15M;19.999;0.0;0.0;0.0;0.0;0.0
2026-03-05T14:15:00+01:00;PT15M;1.967;0.0;0.0;0.52;0.0;0.0
2026-03-05T14:00:00+01:00;PT15M;0.613;0.0;0.0;0.0;0.0;0.0
2026-03-05T13:45:00+01:00;PT15M;1.195;0.0;0.0;4.18;0.0;0.0
2026-03-05T13:30:00+01:00;PT15M;0.0;0.0;0.0;0.013;0.0;0.0
2026-03-05T13:15:00+01:00;PT15M;0.173;0.0;0.0;0.0;0.0;0.0
2026-03-05T13:00:00+01:00;PT15M;0.013;0.0;0.0;2.72;0.0;0.0
2026-03-05T12:45:00+01:00;PT15M;0.0;0.0;0.0;5.689;0.0;0.0
2026-03-05T12:30:00+01:00;PT15M;0.0;0.0;0.0;13.936;0.0;0.0
2026-03-05T12:15:00+01:00;PT15M;0.382;0.0;0.0;3.821;0.0;0.0
2026-03-05T12:00:00+01:00;PT15M;46.672;0.0;0.0;0.0;0.0;0.0
2026-03-05T11:45:00+01:00;PT15M;0.0;0.0;0.0;4.41;0.0;0.0
2026-03-05T11:30:00+01:00;PT15M;0.0;0.0;0.0;1.283;0.0;0.0
2026-03-05T11:15:00+01:00;PT15M;3.684;0.0;0.0;5.304;0.0;0.0
2026-03-05T11:00:00+01:00;PT15M;10.656;0.0;0.0;3.595;0.0;0.0
2026-03-05T10:45:00+01:00;PT15M;0.0;0.0;0.0;5.582;0.0;0.0
2026-03-05T10:30:00+01:00;PT15M;7.006;0.0;0.0;1.535;0.0;0.0
2026-03-05T10:15:00+01:00;PT15M;28.638;0.0;0.0;0.0;0.0;0.0
2026-03-05T10:00:00+01:00;PT15M;44.265;0.0;0.0;0.0;0.0;0.0
2026-03-05T09:45:00+01:00;PT15M;23.739;0.0;0.0;0.004;0.0;0.0
2026-03-05T09:30:00+01:00;PT15M;18.978;0.0;0.0;0.276;0.0;0.0
2026-03-05T09:15:00+01:00;PT15M;47.555;0.0;0.0;0.105;0.0;0.0
2026-03-05T09:00:00+01:00;PT15M;24.903;0.0;0.0;0.0;0.0;0.0
2026-03-05T08:45:00+01:00;PT15M;15.287;0.0;0.0;0.003;0.0;0.0
2026-03-05T08:30:00+01:00;PT15M;31.184;0.0;0.0;0.054;0.0;0.0
2026-03-05T08:15:00+01:00;PT15M;19.026;0.0;0.0;0.106;0.0;0.0
2026-03-05T08:00:00+01:00;PT15M;36.177;80.0;0.0;0.006;0.0;0.0
2026-03-05T07:45:00+01:00;PT15M;4.183;0.0;0.0;0.121;0.0;0.0
2026-03-05T07:30:00+01:00;PT15M;0.267;0.0;0.0;0.004;0.0;0.0
2026-03-05T07:15:00+01:00;PT15M;0.0;5.0;0.0;0.001;0.0;0.0
2026-03-05T07:00:00+01:00;PT15M;0.32;0.0;103.0;0.201;0.0;0.0
2026-03-05T06:45:00+01:00;PT15M;0.657;0.0;103.0;0.0;0.0;0.0
2026-03-05T06:30:00+01:00;PT15M;0.048;0.0;0.0;0.076;0.0;0.0
2026-03-05T06:15:00+01:00;PT15M;0.264;0.0;0.0;0.003;0.0;0.0
2026-03-05T06:00:00+01:00;PT15M;4.689;0.0;0.0;11.237;0.0;0.0
2026-03-05T05:45:00+01:00;PT15M;0.0;0.0;0.0;23.965;0.0;0.0
2026-03-05T05:30:00+01:00;PT15M;0.0;0.0;0.0;19.65;0.0;0.0
2026-03-05T05:15:00+01:00;PT15M;0.0;0.0;0.0;13.997;0.0;0.0
2026-03-05T05:00:00+01:00;PT15M;0.0;0.0;0.0;21.15;0.0;0.0
2026-03-05T04:45:00+01:00;PT15M;3.192;0.0;0.0;12.752;0.0;0.0
2026-03-05T04:30:00+01:00;PT15M;8.128;0.0;0.0;23.451;0.0;0.0
2026-03-05T04:15:00+01:00;PT15M;0.194;0.0;0.0;39.441;0.0;0.0
2026-03-05T04:00:00+01:00;PT15M;0.0;0.0;0.0;28.611;0.0;0.0
2026-03-05T03:45:00+01:00;PT15M;0.221;0.0;0.0;5.288;0.0;0.0
2026-03-05T03:30:00+01:00;PT15M;0.0;0.0;0.0;16.447;0.0;0.0
2026-03-05T03:15:00+01:00;PT15M;0.19;0.0;0.0;2.556;0.0;0.0
2026-03-05T03:00:00+01:00;PT15M;0.178;0.0;0.0;1.965;0.0;0.0
2026-03-05T02:45:00+01:00;PT15M;0.0;0.0;0.0;19.995;0.0;0.0
2026-03-05T02:30:00+01:00;PT15M;0.0;0.0;0.0;3.126;0.0;0.0
2026-03-05T02:15:00+01:00;PT15M;0.082;0.0;0.0;10.55;0.0;0.0
2026-03-05T02:00:00+01:00;PT15M;0.0;0.0;0.0;8.789;0.0;0.0
2026-03-05T01:45:00+01:00;PT15M;0.0;0.0;0.0;10.019;0.0;0.0
2026-03-05T01:30:00+01:00;PT15M;0.0;0.0;0.0;0.0;0.0;0.0
2026-03-05T01:15:00+01:00;PT15M;0.0;0.0;0.0;0.006;0.0;0.0
2026-03-05T01:00:00+01:00;PT15M;0.017;0.0;0.0;0.002;0.0;0.0
2026-03-05T00:45:00+01:00;PT15M;0.011;0.0;0.0;0.003;0.0;0.0
2026-03-05T00:30:00+01:00;PT15M;11.615;0.0;0.0;0.0;0.0;0.0
2026-03-05T00:15:00+01:00;PT15M;0.954;0.0;0.0;0.0;22.0;0.0
2026-03-05T00:00:00+01:00;PT15M;11.764;0.0;0.0;0.293;0.0;0.0
2026-03-04T23:45:00+01:00;PT15M;6.573;0.0;0.0;55.037;0.0;0.0
2026-03-04T23:30:00+01:00;PT15M;0.0;0.0;0.0;25.917;0.0;0.0
2026-03-04T23:15:00+01:00;PT15M;0.043;0.0;0.0;29.129;0.0;0.0
2026-03-04T23:00:00+01:00;PT15M;0.0;0.0;0.0;32.199;0.0;0.0
2026-03-04T22:45:00+01:00;PT15M;0.0;0.0;0.0;39.837;0.0;0.0
2026-03-04T22:30:00+01:00;PT15M;0.011;0.0;0.0;17.929;0.0;0.0
2026-03-04T22:15:00+01:00;PT15M;0.002;0.0;0.0;30.448;0.0;0.0
2026-03-04T22:00:00+01:00;PT15M;0.196;0.0;0.0;25.979;0.0;0.0
2026-03-04T21:45:00+01:00;PT15M;0.0;0.0;0.0;49.454;0.0;0.0
2026-03-04T21:30:00+01:00;PT15M;0.203;0.0;0.0;11.304;0.0;0.0
2026-03-04T21:15:00+01:00;PT15M;1.567;0.0;0.0;6.502;0.0;0.0
2026-03-04T21:00:00+01:00;PT15M;0.0;0.0;0.0;16.96;0.0;0.0
2026-03-04T20:45:00+01:00;PT15M;0.014;0.0;0.0;27.245;0.0;0.0
2026-03-04T20:30:00+01:00;PT15M;4.06;0.0;0.0;37.75;0.0;0.0
2026-03-04T20:15:00+01:00;PT15M;0.048;0.0;0.0;44.057;0.0;0.0
2026-03-04T20:00:00+01:00;PT15M;3.942;0.0;0.0;45.823;0.0;0.0
2026-03-04T19:45:00+01:00;PT15M;4.971;0.0;0.0;7.497;0.0;0.0
2026-03-04T19:30:00+01:00;PT15M;0.007;0.0;0.0;0.028;0.0;0.0
2026-03-04T19:15:00+01:00;PT15M;1.67;0.0;0.0;0.038;0.0;0.0
2026-03-04T19:00:00+01:00;PT15M;3.925;0.0;0.0;0.024;0.0;0.0
2026-03-04T18:45:00+01:00;PT15M;2.207;0.0;0.0;7.131;0.0;0.0
2026-03-04T18:30:00+01:00;PT15M;0.0;0.0;0.0;36.209;0.0;0.0
2026-03-04T18:15:00+01:00;PT15M;12.787;0.0;0.0;0.777;0.0;0.0
2026-03-04T18:00:00+01:00;PT15M;0.144;0.0;0.0;26.089;0.0;0.0
2026-03-04T17:45:00+01:00;PT15M;0.203;0.0;0.0;43.956;0.0;0.0
2026-03-04T17:30:00+01:00;PT15M;3.119;0.0;0.0;14.211;0.0;0.0
2026-03-04T17:15:00+01:00;PT15M;2.569;0.0;0.0;1.267;0.0;0.0
2026-03-04T17:00:00+01:00;PT15M;3.824;0.0;0.0;1.536;0.0;0.0
2026-03-04T16:45:00+01:00;PT15M;3.116;0.0;0.0;0.0;0.0;0.0
2026-03-04T16:30:00+01:00;PT15M;4.389;0.0;0.0;0.152;0.0;0.0
2026-03-04T16:15:00+01:00;PT15M;7.243;0.0;0.0;3.052;0.0;0.0
2026-03-04T16:00:00+01:00;PT15M;0.002;0.0;0.0;1.694;0.0;0.0
2026-03-04T15:45:00+01:00;PT15M;1.948;0.0;0.0;0.021;0.0;0.0
2026-03-04T15:30:00+01:00;PT15M;11.668;0.0;0.0;0.013;0.0;0.0
2026-03-04T15:15:00+01:00;PT15M;9.09;0.0;0.0;0.0;0.0;0.0
2026-03-04T15:00:00+01:00;PT15M;6.245;0.0;0.0;0.221;0.0;0.0
2026-03-04T14:45:00+01:00;PT15M;29.053;0.0;0.0;2.24;0.0;0.0
2026-03-04T14:30:00+01:00;PT15M;17.643;0.0;0.0;0.15;0.0;0.0
2026-03-04T14:15:00+01:00;PT15M;38.189;0.0;0.0;0.0;0.0;0.0
2026-03-04T14:00:00+01:00;PT15M;5.642;0.0;0.0;0.48;0.0;0.0
2026-03-04T13:45:00+01:00;PT15M;0.0;0.0;0.0;4.879;0.0;0.0
2026-03-04T13:30:00+01:00;PT15M;0.0;0.0;0.0;7.255;0.0;0.0
2026-03-04T13:15:00+01:00;PT15M;0.0;0.0;0.0;4.292;0.0;0.0
2026-03-04T13:00:00+01:00;PT15M;0.0;0.0;0.0;3.029;0.0;0.0
2026-03-04T12:45:00+01:00;PT15M;1.081;0.0;0.0;0.078;0.0;0.0
2026-03-04T12:30:00+01:00;PT15M;2.24;0.0;0.0;0.0;0.0;0.0
2026-03-04T12:15:00+01:00;PT15M;4.359;0.0;0.0;0.0;0.0;0.0
2026-03-04T12:00:00+01:00;PT15M;0.365;0.0;0.0;0.112;0.0;0.0
2026-03-04T11:45:00+01:00;PT15M;4.273;0.0;0.0;2.636;0.0;0.0
2026-03-04T11:30:00+01:00;PT15M;19.786;0.0;0.0;10.96;0.0;0.0
2026-03-04T11:15:00+01:00;PT15M;2.629;0.0;0.0;6.565;0.0;0.0
2026-03-04T11:00:00+01:00;PT15M;28.133;0.0;0.0;0.0;0.0;0.0
2026-03-04T10:45:00+01:00;PT15M;0.002;0.0;0.0;0.875;0.0;0.0
2026-03-04T10:30:00+01:00;PT15M;2.916;0.0;0.0;15.097;0.0;0.0
2026-03-04T10:15:00+01:00;PT15M;0.066;0.0;0.0;22.829;0.0;0.0
2026-03-04T10:00:00+01:00;PT15M;10.596;0.0;0.0;1.756;0.0;0.0
2026-03-04T09:45:00+01:00;PT15M;0.174;0.0;0.0;7.999;0.0;0.0
2026-03-04T09:30:00+01:00;PT15M;0.122;0.0;0.0;19.609;0.0;0.0
2026-03-04T09:15:00+01:00;PT15M;1.046;0.0;0.0;9.999;0.0;0.0
2026-03-04T09:00:00+01:00;PT15M;1.993;0.0;0.0;6.745;0.0;0.0
2026-03-04T08:45:00+01:00;PT15M;0.29;0.0;0.0;19.726;0.0;0.0
2026-03-04T08:30:00+01:00;PT15M;0.005;0.0;0.0;0.967;0.0;0.0
2026-03-04T08:15:00+01:00;PT15M;0.0;0.0;0.0;3.732;0.0;0.0
2026-03-04T08:00:00+01:00;PT15M;13.436;0.0;0.0;0.011;0.0;0.0
2026-03-04T07:45:00+01:00;PT15M;6.516;50.0;0.0;8.386;0.0;0.0
2026-03-04T07:30:00+01:00;PT15M;17.791;80.0;0.0;2.252;0.0;0.0
2026-03-04T07:15:00+01:00;PT15M;24.253;0.0;0.0;0.0;0.0;0.0
2026-03-04T07:00:00+01:00;PT15M;21.404;0.0;0.0;0.0;0.0;0.0
2026-03-04T06:45:00+01:00;PT15M;0.004;0.0;0.0;36.556;0.0;0.0
2026-03-04T06:30:00+01:00;PT15M;1.057;0.0;0.0;25.106;0.0;0.0
2026-03-04T06:15:00+01:00;PT15M;15.45;42.0;0.0;28.194;0.0;0.0
2026-03-04T06:00:00+01:00;PT15M;41.03;0.0;0.0;0.503;0.0;0.0
2026-03-04T05:45:00+01:00;PT15M;0.002;0.0;0.0;12.067;0.0;0.0
2026-03-04T05:30:00+01:00;PT15M;0.05;0.0;0.0;0.015;0.0;0.0
2026-03-04T05:15:00+01:00;PT15M;0.221;0.0;0.0;0.285;0.0;0.0
2026-03-04T05:00:00+01:00;PT15M;0.026;0.0;0.0;2.992;0.0;0.0
2026-03-04T04:45:00+01:00;PT15M;0.0;0.0;0.0;11.881;0.0;0.0
2026-03-04T04:30:00+01:00;PT15M;0.0;0.0;0.0;6.782;0.0;0.0
2026-03-04T04:15:00+01:00;PT15M;0.024;0.0;0.0;9.907;0.0;0.0
2026-03-04T04:00:00+01:00;PT15M;0.0;0.0;0.0;20.702;0.0;0.0
2026-03-04T03:45:00+01:00;PT15M;0.0;0.0;0.0;0.321;0.0;0.0
2026-03-04T03:30:00+01:00;PT15M;0.0;0.0;0.0;1.248;0.0;0.0
2026-03-04T03:15:00+01:00;PT15M;0.009;0.0;0.0;0.375;0.0;0.0
2026-03-04T03:00:00+01:00;PT15M;0.43;0.0;0.0;0.533;0.0;0.0
2026-03-04T02:45:00+01:00;PT15M;0.132;0.0;0.0;0.551;0.0;0.0
2026-03-04T02:30:00+01:00;PT15M;0.083;0.0;0.0;18.203;0.0;0.0
2026-03-04T02:15:00+01:00;PT15M;0.0;0.0;0.0;66.476;0.0;0.0
2026-03-04T02:00:00+01:00;PT15M;0.0;0.0;0.0;53.785;0.0;0.0
2026-03-04T01:45:00+01:00;PT15M;0.0;0.0;0.0;37.874;0.0;0.0
2026-03-04T01:30:00+01:00;PT15M;0.001;0.0;0.0;10.673;0.0;0.0
2026-03-04T01:15:00+01:00;PT15M;0.101;0.0;0.0;0.106;0.0;0.0
2026-03-04T01:00:00+01:00;PT15M;1.02;0.0;0.0;0.017;0.0;0.0
2026-03-04T00:45:00+01:00;PT15M;0.016;0.0;0.0;0.127;0.0;0.0
2026-03-04T00:30:00+01:00;PT15M;5.323;0.0;0.0;2.72;0.0;0.0
2026-03-04T00:15:00+01:00;PT15M;0.001;0.0;0.0;1.353;0.0;0.0
2026-03-04T00:00:00+01:00;PT15M;0.0;0.0;0.0;2.792;0.0;0.0
2026-03-03T23:45:00+01:00;PT15M;0.002;0.0;0.0;2.446;0.0;0.0
2026-03-03T23:30:00+01:00;PT15M;0.0;0.0;0.0;1.644;0.0;0.0
2026-03-03T23:15:00+01:00;PT15M;6.979;0.0;0.0;0.0;0.0;0.0
2026-03-03T23:00:00+01:00;PT15M;7.423;0.0;0.0;0.037;0.0;0.0
2026-03-03T22:45:00+01:00;PT15M;23.305;0.0;0.0;0.096;0.0;0.0
2026-03-03T22:30:00+01:00;PT15M;32.83;0.0;0.0;0.0;0.0;0.0
2026-03-03T22:15:00+01:00;PT15M;3.481;0.0;0.0;3.911;0.0;0.0
2026-03-03T22:00:00+01:00;PT15M;0.0;0.0;0.0;6.341;0.0;0.0
2026-03-03T21:45:00+01:00;PT15M;0.003;0.0;0.0;1.665;0.0;0.0
2026-03-03T21:30:00+01:00;PT15M;1.368;0.0;0.0;1.089;0.0;0.0
2026-03-03T21:15:00+01:00;PT15M;20.422;0.0;0.0;0.138;0.0;0.0
2026-03-03T21:00:00+01:00;PT15M;0.0;0.0;0.0;0.201;0.0;0.0
2026-03-03T20:45:00+01:00;PT15M;27.15;0.0;0.0;0.0;0.0;0.0
2026-03-03T20:30:00+01:00;PT15M;0.211;0.0;0.0;0.009;0.0;0.0
2026-03-03T20:15:00+01:00;PT15M;0.0;0.0;0.0;11.748;0.0;0.0
2026-03-03T20:00:00+01:00;PT15M;0.036;0.0;0.0;0.103;0.0;0.0
2026-03-03T19:45:00+01:00;PT15M;0.102;0.0;0.0;1.462;0.0;0.0
2026-03-03T19:30:00+01:00;PT15M;0.0;0.0;0.0;13.715;0.0;0.0
2026-03-03T19:15:00+01:00;PT15M;0.0;17.0;0.0;0.783;0.0;0.0
2026-03-03T19:00:00+01:00;PT15M;0.674;71.0;0.0;0.172;0.0;0.0
2026-03-03T18:45:00+01:00;PT15M;0.542;88.0;0.0;0.001;0.0;0.0
2026-03-03T18:30:00+01:00;PT15M;0.314;61.0;0.0;0.024;0.0;0.0
2026-03-03T18:15:00+01:00;PT15M;4.812;0.0;0.0;0.0;0.0;0.0
2026-03-03T18:00:00+01:00;PT15M;21.621;0.0;0.0;0.0;0.0;0.0
2026-03-03T17:45:00+01:00;PT15M;1.38;0.0;0.0;3.819;0.0;0.0
2026-03-03T17:30:00+01:00;PT15M;5.122;0.0;0.0;0.184;0.0;0.0
2026-03-03T17:15:00+01:00;PT15M;2.576;0.0;0.0;8.37;0.0;0.0
2026-03-03T17:00:00+01:00;PT15M;0.0;0.0;0.0;18.673;0.0;0.0
2026-03-03T16:45:00+01:00;PT15M;0.01;0.0;0.0;0.744;0.0;0.0
2026-03-03T16:30:00+01:00;PT15M;3.806;0.0;0.0;7.213;0.0;0.0
2026-03-03T16:15:00+01:00;PT15M;0.0;0.0;0.0;12.996;0.0;0.0
2026-03-03T16:00:00+01:00;PT15M;0.0;0.0;0.0;7.346;0.0;0.0
2026-03-03T15:45:00+01:00;PT15M;4.385;0.0;0.0;0.0;0.0;0.0
2026-03-03T15:30:00+01:00;PT15M;10.153;0.0;0.0;0.067;0.0;0.0
2026-03-03T15:15:00+01:00;PT15M;0.289;0.0;0.0;0.197;0.0;0.0
2026-03-03T15:00:00+01:00;PT15M;21.9;0.0;0.0;0.0;0.0;0.0
2026-03-03T14:45:00+01:00;PT15M;15.566;0.0;0.0;0.0;0.0;0.0
2026-03-03T14:30:00+01:00;PT15M;24.48;0.0;0.0;0.0;0.0;0.0
2026-03-03T14:15:00+01:00;PT15M;2.702;0.0;0.0;0.275;0.0;0.0
2026-03-03T14:00:00+01:00;PT15M;0.57;0.0;0.0;0.013;0.0;0.0
2026-03-03T13:45:00+01:00;PT15M;1.228;0.0;0.0;0.7;0.0;0.0
2026-03-03T13:30:00+01:00;PT15M;0.0;0.0;0.0;0.0;0.0;0.0
2026-03-03T13:15:00+01:00;PT15M;3.117;0.0;0.0;0.0;0.0;0.0
2026-03-03T13:00:00+01:00;PT15M;5.567;0.0;0.0;0.0;0.0;0.0
2026-03-03T12:45:00+01:00;PT15M;2.838;0.0;0.0;0.0;0.0;0.0
2026-03-03T12:30:00+01:00;PT15M;22.866;0.0;0.0;0.0;0.0;0.0
2026-03-03T12:15:00+01:00;PT15M;35.932;0.0;0.0;1.212;0.0;0.0
2026-03-03T12:00:00+01:00;PT15M;23.027;0.0;0.0;0.0;0.0;0.0
2026-03-03T11:45:00+01:00;PT15M;0.0;0.0;0.0;2.788;0.0;0.0
2026-03-03T11:30:00+01:00;PT15M;2.447;0.0;0.0;3.957;0.0;0.0
2026-03-03T11:15:00+01:00;PT15M;0.056;0.0;0.0;1.351;0.0;0.0
2026-03-03T11:00:00+01:00;PT15M;0.02;80.0;0.0;34.947;0.0;0.0
2026-03-03T10:45:00+01:00;PT15M;0.0;57.0;0.0;4.739;0.0;0.0
2026-03-03T10:30:00+01:00;PT15M;12.039;100.0;0.0;0.907;0.0;0.0
2026-03-03T10:15:00+01:00;PT15M;42.124;0.0;0.0;2.802;0.0;0.0
2026-03-03T10:00:00+01:00;PT15M;22.56;50.0;0.0;11.632;0.0;0.0
2026-03-03T09:45:00+01:00;PT15M;9.691;0.0;0.0;1.392;0.0;0.0
2026-03-03T09:30:00+01:00;PT15M;13.304;0.0;0.0;0.105;0.0;0.0
2026-03-03T09:15:00+01:00;PT15M;49.318;0.0;0.0;0.507;0.0;0.0
2026-03-03T09:00:00+01:00;PT15M;27.979;0.0;0.0;12.344;0.0;0.0
2026-03-03T08:45:00+01:00;PT15M;0.0;0.0;0.0;21.714;0.0;0.0
2026-03-03T08:30:00+01:00;PT15M;9.94;0.0;0.0;0.112;0.0;0.0
2026-03-03T08:15:00+01:00;PT15M;4.46;0.0;0.0;0.05;0.0;0.0
2026-03-03T08:00:00+01:00;PT15M;24.758;0.0;0.0;0.233;0.0;0.0
2026-03-03T07:45:00+01:00;PT15M;0.011;0.0;0.0;0.035;0.0;0.0
2026-03-03T07:30:00+01:00;PT15M;0.113;0.0;0.0;0.0;0.0;0.0
2026-03-03T07:15:00+01:00;PT15M;0.618;0.0;0.0;0.0;0.0;0.0
2026-03-03T07:00:00+01:00;PT15M;0.252;0.0;0.0;0.0;0.0;0.0
2026-03-03T06:45:00+01:00;PT15M;0.001;0.0;0.0;1.692;0.0;0.0
2026-03-03T06:30:00+01:00;PT15M;0.025;0.0;0.0;0.149;0.0;0.0
2026-03-03T06:15:00+01:00;PT15M;0.44;47.0;0.0;0.031;0.0;0.0
2026-03-03T06:00:00+01:00;PT15M;0.763;0.0;0.0;1.392;0.0;0.0
2026-03-03T05:45:00+01:00;PT15M;1.643;0.0;0.0;33.707;0.0;0.0
2026-03-03T05:30:00+01:00;PT15M;0.038;0.0;0.0;30.417;0.0;0.0
2026-03-03T05:15:00+01:00;PT15M;0.47;0.0;0.0;24.798;0.0;0.0
2026-03-03T05:00:00+01:00;PT15M;29.453;0.0;0.0;38.908;0.0;0.0
2026-03-03T04:45:00+01:00;PT15M;25.916;0.0;0.0;7.644;0.0;0.0
2026-03-03T04:30:00+01:00;PT15M;22.692;0.0;0.0;16.832;0.0;0.0
2026-03-03T04:15:00+01:00;PT15M;34.607;0.0;0.0;21.733;0.0;0.0
2026-03-03T04:00:00+01:00;PT15M;45.928;0.0;0.0;13.092;0.0;0.0
2026-03-03T03:45:00+01:00;PT15M;33.325;0.0;0.0;15.073;0.0;0.0
2026-03-03T03:30:00+01:00;PT15M;22.364;0.0;0.0;1.933;0.0;0.0
2026-03-03T03:15:00+01:00;PT15M;1.604;0.0;0.0;5.199;0.0;0.0
2026-03-03T03:00:00+01:00;PT15M;9.843;0.0;0.0;26.265;0.0;0.0
2026-03-03T02:45:00+01:00;PT15M;1.326;0.0;0.0;7.708;0.0;0.0
2026-03-03T02:30:00+01:00;PT15M;17.558;0.0;0.0;8.55;0.0;0.0
2026-03-03T02:15:00+01:00;PT15M;5.215;0.0;0.0;8.411;0.0;0.0
2026-03-03T02:00:00+01:00;PT15M;2.338;0.0;0.0;38.721;0.0;0.0
2026-03-03T01:45:00+01:00;PT15M;5.431;0.0;0.0;2.907;0.0;0.0
2026-03-03T01:30:00+01:00;PT15M;14.378;0.0;0.0;14.055;0.0;0.0
2026-03-03T01:15:00+01:00;PT15M;6.726;0.0;0.0;11.429;0.0;0.0
2026-03-03T01:00:00+01:00;PT15M;28.518;0.0;0.0;8.906;0.0;0.0
2026-03-03T00:45:00+01:00;PT15M;8.06;0.0;0.0;34.606;0.0;0.0
2026-03-03T00:30:00+01:00;PT15M;12.337;0.0;0.0;37.267;0.0;0.0
2026-03-03T00:15:00+01:00;PT15M;1.725;0.0;0.0;51.37;0.0;0.0
2026-03-03T00:00:00+01:00;PT15M;39.643;0.0;0.0;48.37;0.0;0.0
2026-03-02T23:45:00+01:00;PT15M;10.232;0.0;0.0;25.421;0.0;0.0
2026-03-02T23:30:00+01:00;PT15M;0.159;0.0;0.0;38.345;0.0;0.0
2026-03-02T23:15:00+01:00;PT15M;0.214;0.0;0.0;44.611;0.0;0.0
2026-03-02T23:00:00+01:00;PT15M;2.914;0.0;0.0;27.121;0.0;0.0
2026-03-02T22:45:00+01:00;PT15M;2.194;0.0;0.0;42.147;0.0;0.0
2026-03-02T22:30:00+01:00;PT15M;7.166;0.0;0.0;1.228;0.0;0.0
2026-03-02T22:15:00+01:00;PT15M;21.443;0.0;0.0;12.47;0.0;0.0
2026-03-02T22:00:00+01:00;PT15M;40.906;0.0;0.0;12.766;0.0;0.0
2026-03-02T21:45:00+01:00;PT15M;9.505;0.0;0.0;33.275;0.0;0.0
2026-03-02T21:30:00+01:00;PT15M;0.123;0.0;0.0;34.021;0.0;0.0
2026-03-02T21:15:00+01:00;PT15M;10.612;0.0;0.0;2.887;0.0;0.0
2026-03-02T21:00:00+01:00;PT15M;14.144;0.0;0.0;0.041;0.0;0.0
2026-03-02T20:45:00+01:00;PT15M;9.405;0.0;0.0;2.284;0.0;0.0
2026-03-02T20:30:00+01:00;PT15M;32.559;0.0;0.0;0.024;0.0;0.0
